symbol,epoch,slug,orders_placed,orders_filled,orders_open,allocation_usdc,total_proceeds_usdc,yes_filled,no_filled,yes_unfilled,no_unfilled,pnl_if_yes_wins_usdc,pnl_if_no_wins_usdc,epoch_end_utc
eth,5m,eth-updown-5m-1775156400,10,10,0,100.0,102.2,100.0,100.0,0.0,0.0,2.2,2.2,2026-04-02T19:05:00Z
eth,5m,eth-updown-5m-1775156100,11,11,0,100.0,101.5,100.0,100.0,0.0,0.0,1.5,1.5,2026-04-02T19:00:00Z
eth,5m,eth-updown-5m-1775155800,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T18:55:00Z
eth,5m,eth-updown-5m-1775155500,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T18:50:00Z
eth,5m,eth-updown-5m-1775155200,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T18:45:00Z
eth,5m,eth-updown-5m-1775154900,3,3,0,100.0,101.9,100.0,100.0,0.0,0.0,1.9,1.9,2026-04-02T18:40:00Z
eth,5m,eth-updown-5m-1775154600,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T18:35:00Z
eth,5m,eth-updown-5m-1775154300,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T18:30:00Z
eth,5m,eth-updown-5m-1775154000,3,3,0,100.0,101.9,100.0,100.0,0.0,0.0,1.9,1.9,2026-04-02T18:25:00Z
eth,5m,eth-updown-5m-1775153700,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T18:20:00Z
eth,5m,eth-updown-5m-1775153400,11,11,0,100.0,102.35,100.0,100.0,0.0,0.0,2.35,2.35,2026-04-02T18:15:00Z
eth,5m,eth-updown-5m-1775153100,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T18:10:00Z
eth,5m,eth-updown-5m-1775152800,2,2,0,100.0,53.0,100.0,100.0,0.0,0.0,-47.0,-47.0,2026-04-02T18:05:00Z
eth,5m,eth-updown-5m-1775152500,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T18:00:00Z
eth,5m,eth-updown-5m-1775152200,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T17:55:00Z
eth,5m,eth-updown-5m-1775151900,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T17:50:00Z
eth,5m,eth-updown-5m-1775151600,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T17:45:00Z
eth,5m,eth-updown-5m-1775151300,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T17:40:00Z
eth,5m,eth-updown-5m-1775151000,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T17:35:00Z
eth,5m,eth-updown-5m-1775150700,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T17:30:00Z
eth,5m,eth-updown-5m-1775150400,11,11,0,100.0,102.9,100.0,100.0,0.0,0.0,2.9,2.9,2026-04-02T17:25:00Z
eth,5m,eth-updown-5m-1775150100,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T17:20:00Z
eth,5m,eth-updown-5m-1775149800,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T17:15:00Z
eth,5m,eth-updown-5m-1775149500,4,4,0,100.0,102.7,100.0,100.0,0.0,0.0,2.7,2.7,2026-04-02T17:10:00Z
eth,5m,eth-updown-5m-1775149200,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T17:05:00Z
eth,5m,eth-updown-5m-1775148900,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T17:00:00Z
eth,5m,eth-updown-5m-1775148600,4,4,0,100.0,102.7,100.0,100.0,0.0,0.0,2.7,2.7,2026-04-02T16:55:00Z
eth,5m,eth-updown-5m-1775148300,9,9,0,100.0,102.9,100.0,100.0,0.0,0.0,2.9,2.9,2026-04-02T16:50:00Z
eth,5m,eth-updown-5m-1775148000,5,5,0,100.0,103.4,100.0,100.0,0.0,0.0,3.4,3.4,2026-04-02T16:45:00Z
eth,5m,eth-updown-5m-1775147700,4,4,0,100.0,102.7,100.0,100.0,0.0,0.0,2.7,2.7,2026-04-02T16:40:00Z
eth,5m,eth-updown-5m-1775147400,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T16:35:00Z
eth,5m,eth-updown-5m-1775147100,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T16:30:00Z
eth,5m,eth-updown-5m-1775146800,4,4,0,100.0,102.7,100.0,100.0,0.0,0.0,2.7,2.7,2026-04-02T16:25:00Z
eth,5m,eth-updown-5m-1775146500,6,6,0,100.0,104.0,100.0,100.0,0.0,0.0,4.0,4.0,2026-04-02T16:20:00Z
eth,5m,eth-updown-5m-1775146200,4,4,0,100.0,103.7,100.0,100.0,0.0,0.0,3.7,3.7,2026-04-02T16:15:00Z
eth,5m,eth-updown-5m-1775145900,4,4,0,100.0,102.7,100.0,100.0,0.0,0.0,2.7,2.7,2026-04-02T16:10:00Z
eth,5m,eth-updown-5m-1775145600,3,3,0,100.0,101.9,100.0,100.0,0.0,0.0,1.9,1.9,2026-04-02T16:05:00Z
eth,5m,eth-updown-5m-1775145300,6,6,0,100.0,102.4,100.0,100.0,0.0,0.0,2.4,2.4,2026-04-02T16:00:00Z
eth,5m,eth-updown-5m-1775145000,11,11,0,100.0,102.5,100.0,100.0,0.0,0.0,2.5,2.5,2026-04-02T15:55:00Z
eth,5m,eth-updown-5m-1775144700,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T15:50:00Z
eth,5m,eth-updown-5m-1775144400,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T15:45:00Z
eth,5m,eth-updown-5m-1775144100,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T15:40:00Z
eth,5m,eth-updown-5m-1775143800,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T15:35:00Z
eth,5m,eth-updown-5m-1775143500,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T15:30:00Z
eth,5m,eth-updown-5m-1775143200,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T15:25:00Z
eth,5m,eth-updown-5m-1775142900,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T15:20:00Z
eth,5m,eth-updown-5m-1775142600,11,11,0,100.0,102.7,100.0,100.0,0.0,0.0,2.7,2.7,2026-04-02T15:15:00Z
eth,5m,eth-updown-5m-1775142300,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T15:10:00Z
eth,5m,eth-updown-5m-1775142000,5,5,0,100.0,66.1,100.0,100.0,0.0,0.0,-33.9,-33.9,2026-04-02T15:05:00Z
eth,5m,eth-updown-5m-1775141700,5,5,0,100.0,103.3,100.0,100.0,0.0,0.0,3.3,3.3,2026-04-02T15:00:00Z
eth,5m,eth-updown-5m-1775141400,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T14:55:00Z
eth,5m,eth-updown-5m-1775141100,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T14:50:00Z
eth,5m,eth-updown-5m-1775140800,5,5,0,100.0,103.4,100.0,100.0,0.0,0.0,3.4,3.4,2026-04-02T14:45:00Z
eth,5m,eth-updown-5m-1775140500,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T14:40:00Z
eth,5m,eth-updown-5m-1775140200,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T14:35:00Z
eth,5m,eth-updown-5m-1775139900,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T14:30:00Z
eth,5m,eth-updown-5m-1775139600,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T14:25:00Z
eth,5m,eth-updown-5m-1775139300,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T14:20:00Z
eth,5m,eth-updown-5m-1775139000,3,3,0,100.0,101.9,100.0,100.0,0.0,0.0,1.9,1.9,2026-04-02T14:15:00Z
eth,5m,eth-updown-5m-1775138700,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T14:10:00Z
eth,5m,eth-updown-5m-1775138400,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T14:05:00Z
eth,5m,eth-updown-5m-1775138100,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T14:00:00Z
eth,5m,eth-updown-5m-1775137800,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T13:55:00Z
eth,5m,eth-updown-5m-1775137500,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T13:50:00Z
eth,5m,eth-updown-5m-1775137200,11,11,0,100.0,102.3,100.0,100.0,0.0,0.0,2.3,2.3,2026-04-02T13:45:00Z
eth,5m,eth-updown-5m-1775136900,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T13:40:00Z
eth,5m,eth-updown-5m-1775136600,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T13:35:00Z
eth,5m,eth-updown-5m-1775136300,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T13:30:00Z
eth,5m,eth-updown-5m-1775136000,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T13:25:00Z
eth,5m,eth-updown-5m-1775135700,2,2,0,100.0,99.0,100.0,100.0,0.0,0.0,-1.0,-1.0,2026-04-02T13:20:00Z
eth,5m,eth-updown-5m-1775135400,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T13:15:00Z
eth,5m,eth-updown-5m-1775135100,6,6,0,100.0,104.0,100.0,100.0,0.0,0.0,4.0,4.0,2026-04-02T13:10:00Z
eth,5m,eth-updown-5m-1775134800,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T13:05:00Z
eth,5m,eth-updown-5m-1775134500,4,4,0,100.0,102.7,100.0,100.0,0.0,0.0,2.7,2.7,2026-04-02T13:00:00Z
eth,5m,eth-updown-5m-1775134200,5,5,0,100.0,103.4,100.0,100.0,0.0,0.0,3.4,3.4,2026-04-02T12:55:00Z
eth,5m,eth-updown-5m-1775133900,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T12:50:00Z
eth,5m,eth-updown-5m-1775133600,2,2,0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,2026-04-02T12:45:00Z
eth,5m,eth-updown-5m-1775133300,4,4,0,100.0,102.7,100.0,100.0,0.0,0.0,2.7,2.7,2026-04-02T12:40:00Z
eth,5m,eth-updown-5m-1775133000,8,8,0,100.0,103.3,100.0,100.0,0.0,0.0,3.3,3.3,2026-04-02T12:35:00Z
eth,5m,eth-updown-5m-1775132700,4,4,0,100.0,102.7,100.0,100.0,0.0,0.0,2.7,2.7,2026-04-02T12:30:00Z
eth,5m,eth-updown-5m-1775132400,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T12:25:00Z
eth,5m,eth-updown-5m-1775132100,3,3,0,100.0,101.9,100.0,100.0,0.0,0.0,1.9,1.9,2026-04-02T12:20:00Z
eth,5m,eth-updown-5m-1775131800,11,11,0,100.0,102.5,100.0,100.0,0.0,0.0,2.5,2.5,2026-04-02T12:15:00Z
eth,5m,eth-updown-5m-1775131500,3,3,0,100.0,101.9,100.0,100.0,0.0,0.0,1.9,1.9,2026-04-02T12:10:00Z
eth,5m,eth-updown-5m-1775131200,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T12:05:00Z
eth,5m,eth-updown-5m-1775130900,4,4,0,100.0,102.7,100.0,100.0,0.0,0.0,2.7,2.7,2026-04-02T12:00:00Z
eth,5m,eth-updown-5m-1775130600,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T11:55:00Z
eth,5m,eth-updown-5m-1775130300,3,3,0,100.0,101.9,100.0,100.0,0.0,0.0,1.9,1.9,2026-04-02T11:50:00Z
eth,5m,eth-updown-5m-1775130000,3,3,0,100.0,102.8,100.0,100.0,0.0,0.0,2.8,2.8,2026-04-02T11:45:00Z
eth,5m,eth-updown-5m-1775129700,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T11:40:00Z
eth,5m,eth-updown-5m-1775129400,11,11,0,100.0,101.7,100.0,100.0,0.0,0.0,1.7,1.7,2026-04-02T11:35:00Z
eth,5m,eth-updown-5m-1775129100,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T11:30:00Z
eth,5m,eth-updown-5m-1775128800,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T11:25:00Z
eth,5m,eth-updown-5m-1775128500,3,3,0,100.0,101.9,100.0,100.0,0.0,0.0,1.9,1.9,2026-04-02T11:20:00Z
eth,5m,eth-updown-5m-1775128200,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T11:15:00Z
eth,5m,eth-updown-5m-1775127900,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T11:10:00Z
eth,5m,eth-updown-5m-1775127600,8,8,0,100.0,103.5,100.0,100.0,0.0,0.0,3.5,3.5,2026-04-02T11:05:00Z
eth,5m,eth-updown-5m-1775127300,5,5,0,100.0,104.1,100.0,100.0,0.0,0.0,4.1,4.1,2026-04-02T11:00:00Z
eth,5m,eth-updown-5m-1775127000,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T10:55:00Z
eth,5m,eth-updown-5m-1775126700,11,11,0,100.0,102.7,100.0,100.0,0.0,0.0,2.7,2.7,2026-04-02T10:50:00Z
eth,5m,eth-updown-5m-1775126400,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T10:45:00Z
eth,5m,eth-updown-5m-1775126100,5,5,0,100.0,104.1,100.0,100.0,0.0,0.0,4.1,4.1,2026-04-02T10:40:00Z
eth,5m,eth-updown-5m-1775125800,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T10:35:00Z
eth,5m,eth-updown-5m-1775125500,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T10:30:00Z
eth,5m,eth-updown-5m-1775125200,6,6,0,100.0,104.0,100.0,100.0,0.0,0.0,4.0,4.0,2026-04-02T10:25:00Z
eth,5m,eth-updown-5m-1775124900,4,4,0,100.0,102.7,100.0,100.0,0.0,0.0,2.7,2.7,2026-04-02T10:20:00Z
eth,5m,eth-updown-5m-1775124600,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T10:15:00Z
eth,5m,eth-updown-5m-1775124300,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T10:10:00Z
eth,5m,eth-updown-5m-1775124000,5,5,0,100.0,103.4,100.0,100.0,0.0,0.0,3.4,3.4,2026-04-02T10:05:00Z
eth,5m,eth-updown-5m-1775123700,4,4,0,100.0,102.7,100.0,100.0,0.0,0.0,2.7,2.7,2026-04-02T10:00:00Z
eth,5m,eth-updown-5m-1775123400,3,3,0,100.0,101.9,100.0,100.0,0.0,0.0,1.9,1.9,2026-04-02T09:55:00Z
eth,5m,eth-updown-5m-1775123100,5,5,0,100.0,104.4,100.0,100.0,0.0,0.0,4.4,4.4,2026-04-02T09:50:00Z
eth,5m,eth-updown-5m-1775122800,8,8,0,100.0,103.7,100.0,100.0,0.0,0.0,3.7,3.7,2026-04-02T09:45:00Z
eth,5m,eth-updown-5m-1775122500,11,11,0,100.0,102.9,100.0,100.0,0.0,0.0,2.9,2.9,2026-04-02T09:40:00Z
eth,5m,eth-updown-5m-1775122200,4,4,0,100.0,102.7,100.0,100.0,0.0,0.0,2.7,2.7,2026-04-02T09:35:00Z
eth,5m,eth-updown-5m-1775121900,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T09:30:00Z
eth,5m,eth-updown-5m-1775121600,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T09:25:00Z
eth,5m,eth-updown-5m-1775121300,11,11,0,100.0,102.7,100.0,100.0,0.0,0.0,2.7,2.7,2026-04-02T09:20:00Z
eth,5m,eth-updown-5m-1775121000,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T09:15:00Z
eth,5m,eth-updown-5m-1775120700,9,9,0,100.0,102.8,100.0,100.0,0.0,0.0,2.8,2.8,2026-04-02T09:10:00Z
eth,5m,eth-updown-5m-1775120400,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T09:05:00Z
eth,5m,eth-updown-5m-1775120100,11,11,0,100.0,102.3,100.0,100.0,0.0,0.0,2.3,2.3,2026-04-02T09:00:00Z
eth,5m,eth-updown-5m-1775119800,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T08:55:00Z
eth,5m,eth-updown-5m-1775119500,6,6,0,100.0,102.4,100.0,100.0,0.0,0.0,2.4,2.4,2026-04-02T08:50:00Z
eth,5m,eth-updown-5m-1775119200,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T08:45:00Z
eth,5m,eth-updown-5m-1775118900,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T08:40:00Z
eth,5m,eth-updown-5m-1775118600,5,5,0,100.0,103.4,100.0,100.0,0.0,0.0,3.4,3.4,2026-04-02T08:35:00Z
eth,5m,eth-updown-5m-1775118300,6,6,0,100.0,104.0,100.0,100.0,0.0,0.0,4.0,4.0,2026-04-02T08:30:00Z
eth,5m,eth-updown-5m-1775118000,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T08:25:00Z
eth,5m,eth-updown-5m-1775117700,4,4,0,100.0,102.7,100.0,100.0,0.0,0.0,2.7,2.7,2026-04-02T08:20:00Z
eth,5m,eth-updown-5m-1775117400,1,1,0,100.0,2.0,0,100.0,100.0,0.0,2.0,-98.0,2026-04-02T08:15:00Z
eth,5m,eth-updown-5m-1775117100,6,6,0,100.0,104.0,100.0,100.0,0.0,0.0,4.0,4.0,2026-04-02T08:10:00Z
eth,5m,eth-updown-5m-1775116800,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T08:05:00Z
eth,5m,eth-updown-5m-1775116500,2,2,0,100.0,101.0,100.0,100.0,0.0,0.0,1.0,1.0,2026-04-02T08:00:00Z
eth,5m,eth-updown-5m-1775116200,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T07:55:00Z
eth,5m,eth-updown-5m-1775115900,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T07:50:00Z
eth,5m,eth-updown-5m-1775115600,3,3,0,100.0,101.9,100.0,100.0,0.0,0.0,1.9,1.9,2026-04-02T07:45:00Z
eth,5m,eth-updown-5m-1775115300,4,4,0,100.0,103.5,100.0,100.0,0.0,0.0,3.5,3.5,2026-04-02T07:40:00Z
eth,5m,eth-updown-5m-1775115000,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T07:35:00Z
eth,5m,eth-updown-5m-1775114700,4,4,0,100.0,104.3,100.0,100.0,0.0,0.0,4.3,4.3,2026-04-02T07:30:00Z
eth,5m,eth-updown-5m-1775114400,6,6,0,100.0,104.0,100.0,100.0,0.0,0.0,4.0,4.0,2026-04-02T07:25:00Z
eth,5m,eth-updown-5m-1775114100,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T07:20:00Z
eth,5m,eth-updown-5m-1775113800,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T07:15:00Z
eth,5m,eth-updown-5m-1775113500,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T07:10:00Z
eth,5m,eth-updown-5m-1775113200,2,2,0,100.0,53.0,100.0,100.0,0.0,0.0,-47.0,-47.0,2026-04-02T07:05:00Z
eth,5m,eth-updown-5m-1775112900,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T07:00:00Z
eth,5m,eth-updown-5m-1775112600,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T06:55:00Z
eth,5m,eth-updown-5m-1775112300,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T06:50:00Z
eth,5m,eth-updown-5m-1775112000,2,2,0,100.0,101.0,100.0,100.0,0.0,0.0,1.0,1.0,2026-04-02T06:45:00Z
eth,5m,eth-updown-5m-1775111700,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T06:40:00Z
eth,5m,eth-updown-5m-1775111400,4,4,0,100.0,103.5,100.0,100.0,0.0,0.0,3.5,3.5,2026-04-02T06:35:00Z
eth,5m,eth-updown-5m-1775111100,3,3,0,100.0,101.9,100.0,100.0,0.0,0.0,1.9,1.9,2026-04-02T06:30:00Z
eth,5m,eth-updown-5m-1775110800,3,3,0,100.0,101.9,100.0,100.0,0.0,0.0,1.9,1.9,2026-04-02T06:25:00Z
eth,5m,eth-updown-5m-1775110500,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-02T06:20:00Z
