symbol,epoch,slug,orders_placed,orders_filled,orders_open,allocation_usdc,total_proceeds_usdc,yes_filled,no_filled,yes_unfilled,no_unfilled,pnl_if_yes_wins_usdc,pnl_if_no_wins_usdc,epoch_end_utc
eth,5m,eth-updown-5m-1775275500,11,11,0,100.0,94.8,100.0,100.0,0.0,0.0,-5.2,-5.2,2026-04-04T04:10:00Z
eth,5m,eth-updown-5m-1775275200,5,5,0,100.0,104.3,100.0,100.0,0.0,0.0,4.3,4.3,2026-04-04T04:05:00Z
eth,5m,eth-updown-5m-1775274900,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-04T04:00:00Z
eth,5m,eth-updown-5m-1775274600,5,5,0,100.0,103.4,100.0,100.0,0.0,0.0,3.4,3.4,2026-04-04T03:55:00Z
eth,5m,eth-updown-5m-1775274300,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-04T03:50:00Z
eth,5m,eth-updown-5m-1775274000,7,7,0,100.0,62.5,100.0,100.0,0.0,0.0,-37.5,-37.5,2026-04-04T03:45:00Z
eth,5m,eth-updown-5m-1775273700,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-04T03:40:00Z
eth,5m,eth-updown-5m-1775273400,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-04T03:35:00Z
eth,5m,eth-updown-5m-1775273100,2,2,0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,2026-04-04T03:30:00Z
eth,5m,eth-updown-5m-1775272800,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-04T03:25:00Z
eth,5m,eth-updown-5m-1775272500,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-04T03:20:00Z
eth,5m,eth-updown-5m-1775272200,7,7,0,100.0,103.1,100.0,100.0,0.0,0.0,3.1,3.1,2026-04-04T03:15:00Z
eth,5m,eth-updown-5m-1775271900,5,5,0,100.0,103.4,100.0,100.0,0.0,0.0,3.4,3.4,2026-04-04T03:10:00Z
eth,5m,eth-updown-5m-1775271600,6,6,0,100.0,104.0,100.0,100.0,0.0,0.0,4.0,4.0,2026-04-04T03:05:00Z
eth,5m,eth-updown-5m-1775271300,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-04T03:00:00Z
eth,5m,eth-updown-5m-1775271000,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-04T02:55:00Z
eth,5m,eth-updown-5m-1775270700,2,2,0,100.0,43.0,100.0,100.0,0.0,0.0,-57.0,-57.0,2026-04-04T02:50:00Z
eth,5m,eth-updown-5m-1775270400,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-04T02:45:00Z
eth,5m,eth-updown-5m-1775270100,5,5,0,100.0,103.4,100.0,100.0,0.0,0.0,3.4,3.4,2026-04-04T02:40:00Z
eth,5m,eth-updown-5m-1775269800,5,5,0,100.0,103.4,100.0,100.0,0.0,0.0,3.4,3.4,2026-04-04T02:35:00Z
eth,5m,eth-updown-5m-1775269500,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-04T02:30:00Z
eth,5m,eth-updown-5m-1775269200,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-04T02:25:00Z
eth,5m,eth-updown-5m-1775268900,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-04T02:20:00Z
eth,5m,eth-updown-5m-1775268600,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-04T02:15:00Z
eth,5m,eth-updown-5m-1775268300,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-04T02:10:00Z
eth,5m,eth-updown-5m-1775268000,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-04T02:05:00Z
eth,5m,eth-updown-5m-1775267700,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-04T02:00:00Z
eth,5m,eth-updown-5m-1775267400,3,3,0,100.0,105.5,100.0,100.0,0.0,0.0,5.5,5.5,2026-04-04T01:55:00Z
eth,5m,eth-updown-5m-1775267100,6,6,0,100.0,104.0,100.0,100.0,0.0,0.0,4.0,4.0,2026-04-04T01:50:00Z
eth,5m,eth-updown-5m-1775266800,8,8,0,100.0,103.4,100.0,100.0,0.0,0.0,3.4,3.4,2026-04-04T01:45:00Z
eth,5m,eth-updown-5m-1775266500,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-04T01:40:00Z
eth,5m,eth-updown-5m-1775266200,3,3,0,100.0,103.9,100.0,100.0,0.0,0.0,3.9,3.9,2026-04-04T01:35:00Z
eth,5m,eth-updown-5m-1775265900,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-04T01:30:00Z
eth,5m,eth-updown-5m-1775265600,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-04T01:25:00Z
eth,5m,eth-updown-5m-1775265300,5,5,0,100.0,104.8,100.0,100.0,0.0,0.0,4.8,4.8,2026-04-04T01:20:00Z
eth,5m,eth-updown-5m-1775265000,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-04T01:15:00Z
eth,5m,eth-updown-5m-1775264700,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-04T01:10:00Z
eth,5m,eth-updown-5m-1775264400,4,4,0,100.0,102.7,100.0,100.0,0.0,0.0,2.7,2.7,2026-04-04T01:05:00Z
eth,5m,eth-updown-5m-1775264100,10,10,0,100.0,102.8,100.0,100.0,0.0,0.0,2.8,2.8,2026-04-04T01:00:00Z
eth,5m,eth-updown-5m-1775263800,5,5,0,100.0,103.4,100.0,100.0,0.0,0.0,3.4,3.4,2026-04-04T00:55:00Z
eth,5m,eth-updown-5m-1775263500,5,5,0,100.0,103.4,100.0,100.0,0.0,0.0,3.4,3.4,2026-04-04T00:50:00Z
eth,5m,eth-updown-5m-1775263200,3,3,0,100.0,102.8,100.0,100.0,0.0,0.0,2.8,2.8,2026-04-04T00:45:00Z
eth,5m,eth-updown-5m-1775262900,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-04T00:40:00Z
eth,5m,eth-updown-5m-1775262600,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-04T00:35:00Z
eth,5m,eth-updown-5m-1775262300,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-04T00:30:00Z
eth,5m,eth-updown-5m-1775262000,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-04T00:25:00Z
eth,5m,eth-updown-5m-1775261700,9,9,0,100.0,102.4,100.0,100.0,0.0,0.0,2.4,2.4,2026-04-04T00:20:00Z
eth,5m,eth-updown-5m-1775261400,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-04T00:15:00Z
eth,5m,eth-updown-5m-1775261100,7,7,0,100.0,103.0,100.0,100.0,0.0,0.0,3.0,3.0,2026-04-04T00:10:00Z
eth,5m,eth-updown-5m-1775260800,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-04T00:05:00Z
eth,5m,eth-updown-5m-1775260500,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-04T00:00:00Z
eth,5m,eth-updown-5m-1775260200,3,3,0,100.0,101.9,100.0,100.0,0.0,0.0,1.9,1.9,2026-04-03T23:55:00Z
eth,5m,eth-updown-5m-1775259900,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T23:50:00Z
eth,5m,eth-updown-5m-1775259600,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T23:45:00Z
eth,5m,eth-updown-5m-1775259300,4,4,0,100.0,102.7,100.0,100.0,0.0,0.0,2.7,2.7,2026-04-03T23:40:00Z
eth,5m,eth-updown-5m-1775259000,2,2,0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,2026-04-03T23:35:00Z
eth,5m,eth-updown-5m-1775258700,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T23:30:00Z
eth,5m,eth-updown-5m-1775258400,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T23:25:00Z
eth,5m,eth-updown-5m-1775258100,4,4,0,100.0,104.5,100.0,100.0,0.0,0.0,4.5,4.5,2026-04-03T23:20:00Z
eth,5m,eth-updown-5m-1775257800,2,2,0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,2026-04-03T23:15:00Z
eth,5m,eth-updown-5m-1775257500,3,3,0,100.0,101.9,100.0,100.0,0.0,0.0,1.9,1.9,2026-04-03T23:10:00Z
eth,5m,eth-updown-5m-1775257200,9,9,0,100.0,103.3,100.0,100.0,0.0,0.0,3.3,3.3,2026-04-03T23:05:00Z
eth,5m,eth-updown-5m-1775256900,7,7,0,100.0,103.0,100.0,100.0,0.0,0.0,3.0,3.0,2026-04-03T23:00:00Z
eth,5m,eth-updown-5m-1775256600,2,2,0,100.0,102.0,100.0,100.0,0.0,0.0,2.0,2.0,2026-04-03T22:55:00Z
eth,5m,eth-updown-5m-1775256300,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T22:50:00Z
eth,5m,eth-updown-5m-1775256000,7,7,0,100.0,103.1,100.0,100.0,0.0,0.0,3.1,3.1,2026-04-03T22:45:00Z
eth,5m,eth-updown-5m-1775255700,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T22:40:00Z
eth,5m,eth-updown-5m-1775255400,6,6,0,100.0,104.3,100.0,100.0,0.0,0.0,4.3,4.3,2026-04-03T22:35:00Z
eth,5m,eth-updown-5m-1775255100,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T22:30:00Z
eth,5m,eth-updown-5m-1775254800,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T22:25:00Z
eth,5m,eth-updown-5m-1775254500,9,9,0,100.0,103.6,100.0,100.0,0.0,0.0,3.6,3.6,2026-04-03T22:20:00Z
eth,5m,eth-updown-5m-1775254200,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T22:15:00Z
eth,5m,eth-updown-5m-1775253900,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T22:10:00Z
eth,5m,eth-updown-5m-1775253600,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T22:05:00Z
eth,5m,eth-updown-5m-1775253300,3,3,0,100.0,101.9,100.0,100.0,0.0,0.0,1.9,1.9,2026-04-03T22:00:00Z
eth,5m,eth-updown-5m-1775253000,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T21:55:00Z
eth,5m,eth-updown-5m-1775252700,2,2,0,100.0,101.0,100.0,100.0,0.0,0.0,1.0,1.0,2026-04-03T21:50:00Z
eth,5m,eth-updown-5m-1775252400,6,6,0,100.0,103.4,100.0,100.0,0.0,0.0,3.4,3.4,2026-04-03T21:45:00Z
eth,5m,eth-updown-5m-1775252100,2,2,0,100.0,99.0,100.0,100.0,0.0,0.0,-1.0,-1.0,2026-04-03T21:40:00Z
eth,5m,eth-updown-5m-1775251800,4,4,0,100.0,103.7,100.0,100.0,0.0,0.0,3.7,3.7,2026-04-03T21:35:00Z
eth,5m,eth-updown-5m-1775251500,3,3,0,100.0,101.9,100.0,100.0,0.0,0.0,1.9,1.9,2026-04-03T21:30:00Z
eth,5m,eth-updown-5m-1775251200,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T21:25:00Z
eth,5m,eth-updown-5m-1775250900,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T21:20:00Z
eth,5m,eth-updown-5m-1775250600,2,2,0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,2026-04-03T21:15:00Z
eth,5m,eth-updown-5m-1775250300,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T21:10:00Z
eth,5m,eth-updown-5m-1775250000,2,2,0,100.0,103.0,100.0,100.0,0.0,0.0,3.0,3.0,2026-04-03T21:05:00Z
eth,5m,eth-updown-5m-1775249700,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T21:00:00Z
eth,5m,eth-updown-5m-1775249400,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T20:55:00Z
eth,5m,eth-updown-5m-1775249100,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T20:50:00Z
eth,5m,eth-updown-5m-1775248800,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T20:45:00Z
eth,5m,eth-updown-5m-1775248500,3,3,0,100.0,101.9,100.0,100.0,0.0,0.0,1.9,1.9,2026-04-03T20:40:00Z
eth,5m,eth-updown-5m-1775248200,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T20:35:00Z
eth,5m,eth-updown-5m-1775247900,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T20:30:00Z
eth,5m,eth-updown-5m-1775247600,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T20:25:00Z
eth,5m,eth-updown-5m-1775247300,2,2,0,100.0,45.0,100.0,100.0,0.0,0.0,-55.0,-55.0,2026-04-03T20:20:00Z
eth,5m,eth-updown-5m-1775247000,6,6,0,100.0,103.2,100.0,100.0,0.0,0.0,3.2,3.2,2026-04-03T20:15:00Z
eth,5m,eth-updown-5m-1775246700,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T20:10:00Z
eth,5m,eth-updown-5m-1775246400,10,10,0,100.0,102.5,100.0,100.0,0.0,0.0,2.5,2.5,2026-04-03T20:05:00Z
eth,5m,eth-updown-5m-1775246100,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T20:00:00Z
eth,5m,eth-updown-5m-1775245800,8,8,0,100.0,103.7,100.0,100.0,0.0,0.0,3.7,3.7,2026-04-03T19:55:00Z
eth,5m,eth-updown-5m-1775245500,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T19:50:00Z
eth,5m,eth-updown-5m-1775245200,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T19:45:00Z
eth,5m,eth-updown-5m-1775244900,4,4,0,100.0,102.7,100.0,100.0,0.0,0.0,2.7,2.7,2026-04-03T19:40:00Z
eth,5m,eth-updown-5m-1775244600,6,6,0,100.0,66.0,100.0,100.0,0.0,0.0,-34.0,-34.0,2026-04-03T19:35:00Z
eth,5m,eth-updown-5m-1775244300,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T19:30:00Z
eth,5m,eth-updown-5m-1775244000,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T19:25:00Z
eth,5m,eth-updown-5m-1775243700,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T19:20:00Z
eth,5m,eth-updown-5m-1775243400,3,3,0,100.0,102.8,100.0,100.0,0.0,0.0,2.8,2.8,2026-04-03T19:15:00Z
eth,5m,eth-updown-5m-1775243100,8,8,0,100.0,103.7,100.0,100.0,0.0,0.0,3.7,3.7,2026-04-03T19:10:00Z
eth,5m,eth-updown-5m-1775242800,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T19:05:00Z
eth,5m,eth-updown-5m-1775242500,11,11,0,100.0,102.3,100.0,100.0,0.0,0.0,2.3,2.3,2026-04-03T19:00:00Z
eth,5m,eth-updown-5m-1775242200,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T18:55:00Z
eth,5m,eth-updown-5m-1775241900,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T18:50:00Z
eth,5m,eth-updown-5m-1775241600,7,7,0,100.0,103.1,100.0,100.0,0.0,0.0,3.1,3.1,2026-04-03T18:45:00Z
eth,5m,eth-updown-5m-1775241300,10,10,0,100.0,101.8,100.0,100.0,0.0,0.0,1.8,1.8,2026-04-03T18:40:00Z
eth,5m,eth-updown-5m-1775241000,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T18:35:00Z
eth,5m,eth-updown-5m-1775240700,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T18:30:00Z
eth,5m,eth-updown-5m-1775240400,2,2,0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,2026-04-03T18:25:00Z
eth,5m,eth-updown-5m-1775240100,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T18:20:00Z
eth,5m,eth-updown-5m-1775239800,6,6,0,100.0,102.4,100.0,100.0,0.0,0.0,2.4,2.4,2026-04-03T18:15:00Z
eth,5m,eth-updown-5m-1775239500,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T18:10:00Z
eth,5m,eth-updown-5m-1775239200,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T18:05:00Z
eth,5m,eth-updown-5m-1775238900,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T18:00:00Z
eth,5m,eth-updown-5m-1775238600,10,10,0,100.0,102.5,100.0,100.0,0.0,0.0,2.5,2.5,2026-04-03T17:55:00Z
eth,5m,eth-updown-5m-1775238300,2,2,0,100.0,99.0,100.0,100.0,0.0,0.0,-1.0,-1.0,2026-04-03T17:50:00Z
eth,5m,eth-updown-5m-1775238000,8,8,0,100.0,103.4,100.0,100.0,0.0,0.0,3.4,3.4,2026-04-03T17:45:00Z
eth,5m,eth-updown-5m-1775237700,6,6,0,100.0,103.7,100.0,100.0,0.0,0.0,3.7,3.7,2026-04-03T17:40:00Z
eth,5m,eth-updown-5m-1775237400,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T17:35:00Z
eth,5m,eth-updown-5m-1775237100,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T17:30:00Z
eth,5m,eth-updown-5m-1775236800,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T17:25:00Z
eth,5m,eth-updown-5m-1775236500,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T17:20:00Z
eth,5m,eth-updown-5m-1775236200,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T17:15:00Z
eth,5m,eth-updown-5m-1775235900,3,3,0,100.0,101.9,100.0,100.0,0.0,0.0,1.9,1.9,2026-04-03T17:10:00Z
eth,5m,eth-updown-5m-1775235600,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T17:05:00Z
eth,5m,eth-updown-5m-1775235300,2,2,0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,2026-04-03T17:00:00Z
eth,5m,eth-updown-5m-1775235000,8,8,0,100.0,102.1,100.0,100.0,0.0,0.0,2.1,2.1,2026-04-03T16:55:00Z
eth,5m,eth-updown-5m-1775234700,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T16:50:00Z
eth,5m,eth-updown-5m-1775234400,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T16:45:00Z
eth,5m,eth-updown-5m-1775234100,2,2,0,100.0,103.0,100.0,100.0,0.0,0.0,3.0,3.0,2026-04-03T16:40:00Z
eth,5m,eth-updown-5m-1775233800,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T16:35:00Z
eth,5m,eth-updown-5m-1775233500,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T16:30:00Z
eth,5m,eth-updown-5m-1775233200,6,6,0,100.0,104.0,100.0,100.0,0.0,0.0,4.0,4.0,2026-04-03T16:25:00Z
eth,5m,eth-updown-5m-1775232900,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T16:20:00Z
eth,5m,eth-updown-5m-1775232600,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T16:15:00Z
eth,5m,eth-updown-5m-1775232300,5,5,0,100.0,103.4,100.0,100.0,0.0,0.0,3.4,3.4,2026-04-03T16:10:00Z
eth,5m,eth-updown-5m-1775232000,4,4,0,100.0,102.7,100.0,100.0,0.0,0.0,2.7,2.7,2026-04-03T16:05:00Z
eth,5m,eth-updown-5m-1775231700,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T16:00:00Z
eth,5m,eth-updown-5m-1775231400,6,6,0,100.0,104.0,100.0,100.0,0.0,0.0,4.0,4.0,2026-04-03T15:55:00Z
eth,5m,eth-updown-5m-1775231100,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T15:50:00Z
eth,5m,eth-updown-5m-1775230800,3,3,0,100.0,105.5,100.0,100.0,0.0,0.0,5.5,5.5,2026-04-03T15:45:00Z
eth,5m,eth-updown-5m-1775230500,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T15:40:00Z
eth,5m,eth-updown-5m-1775230200,4,4,0,100.0,102.7,100.0,100.0,0.0,0.0,2.7,2.7,2026-04-03T15:35:00Z
eth,5m,eth-updown-5m-1775229900,3,3,0,100.0,103.8,100.0,100.0,0.0,0.0,3.8,3.8,2026-04-03T15:30:00Z
eth,5m,eth-updown-5m-1775229600,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T15:25:00Z
eth,5m,eth-updown-5m-1775229300,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T15:20:00Z
eth,5m,eth-updown-5m-1775229000,3,3,0,100.0,101.9,100.0,100.0,0.0,0.0,1.9,1.9,2026-04-03T15:15:00Z
eth,5m,eth-updown-5m-1775228700,5,5,0,100.0,103.4,100.0,100.0,0.0,0.0,3.4,3.4,2026-04-03T15:10:00Z
eth,5m,eth-updown-5m-1775228400,2,2,0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,2026-04-03T15:05:00Z
eth,5m,eth-updown-5m-1775228100,4,4,0,100.0,102.7,100.0,100.0,0.0,0.0,2.7,2.7,2026-04-03T15:00:00Z
eth,5m,eth-updown-5m-1775227800,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T14:55:00Z
eth,5m,eth-updown-5m-1775227500,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T14:50:00Z
eth,5m,eth-updown-5m-1775227200,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T14:45:00Z
eth,5m,eth-updown-5m-1775226900,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T14:40:00Z
eth,5m,eth-updown-5m-1775226600,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T14:35:00Z
eth,5m,eth-updown-5m-1775226300,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T14:30:00Z
eth,5m,eth-updown-5m-1775226000,2,2,0,100.0,99.0,100.0,100.0,0.0,0.0,-1.0,-1.0,2026-04-03T14:25:00Z
eth,5m,eth-updown-5m-1775225700,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T14:20:00Z
eth,5m,eth-updown-5m-1775225400,4,4,0,100.0,104.7,100.0,100.0,0.0,0.0,4.7,4.7,2026-04-03T14:15:00Z
eth,5m,eth-updown-5m-1775225100,3,3,0,100.0,56.0,100.0,100.0,0.0,0.0,-44.0,-44.0,2026-04-03T14:10:00Z
eth,5m,eth-updown-5m-1775224800,11,11,0,100.0,101.7,100.0,100.0,0.0,0.0,1.7,1.7,2026-04-03T14:05:00Z
eth,5m,eth-updown-5m-1775224500,5,5,0,100.0,103.4,100.0,100.0,0.0,0.0,3.4,3.4,2026-04-03T14:00:00Z
eth,5m,eth-updown-5m-1775224200,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T13:55:00Z
eth,5m,eth-updown-5m-1775223900,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T13:50:00Z
eth,5m,eth-updown-5m-1775223600,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T13:45:00Z
eth,5m,eth-updown-5m-1775223300,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T13:40:00Z
eth,5m,eth-updown-5m-1775223000,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T13:35:00Z
eth,5m,eth-updown-5m-1775222700,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T13:30:00Z
eth,5m,eth-updown-5m-1775222400,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T13:25:00Z
eth,5m,eth-updown-5m-1775222100,11,11,0,100.0,101.9,100.0,100.0,0.0,0.0,1.9,1.9,2026-04-03T13:20:00Z
eth,5m,eth-updown-5m-1775221800,2,2,0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,2026-04-03T13:15:00Z
eth,5m,eth-updown-5m-1775221500,2,2,0,100.0,99.0,100.0,100.0,0.0,0.0,-1.0,-1.0,2026-04-03T13:10:00Z
eth,5m,eth-updown-5m-1775221200,11,11,0,100.0,102.0,100.0,100.0,0.0,0.0,2.0,2.0,2026-04-03T13:05:00Z
eth,5m,eth-updown-5m-1775220900,3,3,0,100.0,102.8,100.0,100.0,0.0,0.0,2.8,2.8,2026-04-03T13:00:00Z
eth,5m,eth-updown-5m-1775220600,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T12:55:00Z
eth,5m,eth-updown-5m-1775220300,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T12:50:00Z
eth,5m,eth-updown-5m-1775220000,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T12:45:00Z
eth,5m,eth-updown-5m-1775219700,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T12:40:00Z
eth,5m,eth-updown-5m-1775219400,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T12:35:00Z
eth,5m,eth-updown-5m-1775219100,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T12:30:00Z
eth,5m,eth-updown-5m-1775218800,4,4,0,100.0,104.3,100.0,100.0,0.0,0.0,4.3,4.3,2026-04-03T12:25:00Z
eth,5m,eth-updown-5m-1775218500,2,2,0,100.0,101.0,100.0,100.0,0.0,0.0,1.0,1.0,2026-04-03T12:20:00Z
eth,5m,eth-updown-5m-1775218200,2,2,0,100.0,102.0,100.0,100.0,0.0,0.0,2.0,2.0,2026-04-03T12:15:00Z
eth,5m,eth-updown-5m-1775217900,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T12:10:00Z
eth,5m,eth-updown-5m-1775217600,5,5,0,100.0,61.2,100.0,100.0,0.0,0.0,-38.8,-38.8,2026-04-03T12:05:00Z
eth,5m,eth-updown-5m-1775217300,3,3,0,100.0,101.9,100.0,100.0,0.0,0.0,1.9,1.9,2026-04-03T12:00:00Z
eth,5m,eth-updown-5m-1775217000,0,0,0,100.0,0,0,0,100.0,100.0,0.0,0.0,2026-04-03T11:55:00Z
eth,5m,eth-updown-5m-1775216700,6,6,0,100.0,103.2,100.0,100.0,0.0,0.0,3.2,3.2,2026-04-03T11:50:00Z
eth,5m,eth-updown-5m-1775216400,2,2,0,100.0,54.0,100.0,100.0,0.0,0.0,-46.0,-46.0,2026-04-03T11:45:00Z
